License Number,Community Name, Street Address,City,Zip Code,Case Number,Longitude,Latitude,First Inspection Date,Next Inspection Date,Inspection Frequency,Compliant,Unit Count,Units Inspected,Average Violations Per Unit,Severity Index,No Violations Observed,Infested Units Percentage,Units with Mold,Analysis Rating,Location
17200,Seneca Ridge,19568 Scenery Dr,Germantown,20876,146193,-77.234887494,39.176871982,05/02/2018,,3,1,71,19,1.42,1.01,6,0.05,0.00,compliant,"(39.1769, -77.2349)"
61941,Portico At Silver Spring Metro,1203 Fidler Ln,Silver Spring,20910,145346,-77.030375433,38.99580375,01/26/2018,,3,1,151,40,0.82,1.10,14,0.00,0.05,compliant,"(38.9958, -77.0304)"
17412,The Point At Silver Spring,8750 Georgia Ave,Silver Spring,20910,144009,-77.031748729,38.998219601,10/11/2017,,3,1,891,233,0.89,0.95,124,0.03,0.01,compliant,"(38.9982, -77.0317)"
17464,"Garland Avenue, 8307",8307 Garland Ave,Takoma Park,20912,151003,-77.000038677,38.993556187,10/25/2018,,3,1,6,6,0.50,1.16,3,0.00,0.00,compliant,"(38.9936, -77.0)"
47772,"Thayer Avenue, 746",746 Thayer Ave,Silver Spring,20910,138297,-77.02149725,38.992757969,01/09/2017,,3,1,2,2,0.00,0.00,2,0.00,0.00,compliant,"(38.9928, -77.0215)"
85739,The Residences At Thayer Avenue,814 Thayer Ave,Silver Spring,20910,148716,-77.023281067,38.992694497,07/06/2018,,3,1,52,13,0.38,0.41,10,0.00,0.00,compliant,"(38.9927, -77.0233)"
17236,Claridge House,2445 Lyttonsville Rd,Silver Spring,20910,153873,-77.052488868,38.999917201,04/09/2019,,3,1,241,61,1.49,1.37,22,0.00,0.00,compliant,"(38.9999, -77.0525)"
17966,"Schrider Street, 8215",8215 Schrider St,Silver Spring,20910,141069,-77.014034799,38.992890889,06/20/2017,,3,1,4,4,0.75,0.75,1,0.00,0.00,compliant,"(38.9929, -77.014)"
18209,"Garland Avenue, 7911",7911 Garland Ave,Takoma Park,20912,154047,-76.998342893,38.989374474,04/05/2019,,3,1,4,3,0.00,0.00,3,0.00,0.00,compliant,"(38.9894, -76.9983)"
17542,Great Hope Homes,1140 Good Hope Dr,Silver Spring,20905-6007,153706,-76.98895429,39.092241869,04/30/2019,,3,1,104,13,1.15,0.61,7,0.00,0.00,compliant,"(39.0922, -76.989)"
82907,Heritage At Silver Spring,8021 Georgia Ave,Silver Spring,20910,146674,-77.025921581,38.987787369,04/17/2018,,3,1,210,55,0.45,0.78,29,0.00,0.00,compliant,"(38.9878, -77.0259)"
44851,Barrington Apartments,1901 East West Hwy,Silver Spring,20910,146552,-77.04249468,38.998262882,05/30/2018,,3,1,415,214,1.34,1.22,75,0.07,0.04,compliant,"(38.9983, -77.0425)"
63144,Archstone Wisconsin Place,4440 Willard Ave,Chevy Chase,20815,154456,-77.087527525,38.961768579,05/22/2019,,3,1,432,112,0.20,1.18,52,0.00,0.00,compliant,"(38.9618, -77.0875)"
18208,"Greenwood Avenue, 8516",8516 Greenwood Ave,Takoma Park,20912,139525,-77.002192053,38.996277167,03/20/2017,,3,1,3,3,0.66,1.00,1,0.00,0.00,compliant,"(38.9963, -77.0022)"
111073,8513 Flower,8513 FLOWER AVE,TAKOMA PARK,20912,138935,0,0,04/05/2017,,1,0,3,5,8.40,1.71,0,0.00,0.20,troubled,"(0.0, 0.0)"
17155,Charter House,1316 Fenwick Ln,Silver Spring,20910,144869,-77.031304983,38.997291647,01/30/2018,,3,1,213,213,1.77,1.25,69,0.15,0.00,compliant,"(38.9973, -77.0313)"
17597,"Schrider Street, 8209",8209 Schrider St,Silver Spring,20910,141068,-77.014017166,38.992638278,05/30/2017,,3,1,4,4,0.00,0.00,4,0.00,0.00,compliant,"(38.9926, -77.014)"
52794,Cinnamon Run,14120 Weeping Willow Dr,Silver Spring,20906,144901,-77.06564945,39.088304805,03/08/2018,,3,1,511,130,1.23,1.09,47,0.02,0.03,compliant,"(39.0883, -77.0656)"
17610,"Glenville Road, 8802",8802 Glenville Rd,Silver Spring,20901,154054,-76.997378532,38.999827368,04/17/2019,,3,1,4,4,0.00,0.00,4,0.00,0.00,compliant,"(38.9998, -76.9974)"
96425,"Plymouth Street, 8707",8707 Plymouth St,Silver Spring,20901,154286,-77.00734702,38.999505898,04/09/2019,,3,1,6,6,1.50,1.29,1,0.00,0.00,compliant,"(38.9995, -77.0073)"
42734,Andrew Kim House,2100 Olney Sandy Spring Rd,Olney,20832,152167,-77.043674743,39.144196196,12/06/2018,,3,1,76,18,0.00,0.00,18,0.00,0.00,compliant,"(39.1442, -77.0437)"
17483,"Garland Avenue, 8101",8101 Garland Ave,Takoma Park,20912,151021,-76.998948002,38.990596335,10/11/2018,,3,1,5,5,0.00,0.00,5,0.00,0.00,compliant,"(38.9906, -76.9989)"
21574,Eaves Washingtonian Center,0000 Marathon Cir.,Gaithersburg,20878,149256,0,0,10/10/2018,,3,1,287,72,0.70,0.96,39,0.00,0.02,compliant,"(0.0, 0.0)"
56268,Edgemont At Bethesda Metro,4903 Edgemoor Ln,Bethesda,20814,149955,-77.097758145,38.985121719,09/12/2018,,3,1,122,28,0.71,1.00,14,0.00,0.00,compliant,"(38.9851, -77.0978)"
17192,Northwest Park,475 Southampton Dr,Silver Spring,20903,151290,-76.984209689,39.00616404,10/31/2018,,3,1,747,722,1.55,1.23,286,0.00,0.03,compliant,"(39.0062, -76.9842)"
17767,"Patterson Court, 306",306 Patterson Ct,Takoma Park,20912,154288,-76.99664366,38.987515616,04/10/2019,,3,1,5,5,0.20,0.20,4,0.00,0.00,compliant,"(38.9875, -76.9966)"
74035,Albert Apartment,10422 Fawcett St,Kensington,20895,146493,-77.073911025,39.027173093,03/16/2018,,3,1,4,4,0.25,0.25,3,0.00,0.00,compliant,"(39.0272, -77.0739)"
17550,"Quebec Terrace, 1015",1015 Quebec Ter,Silver Spring,20903,138000,-76.988395155,39.000079435,12/14/2016,,1,0,4,5,2.60,2.00,0,0.00,0.00,troubled,"(39.0001, -76.9884)"
17617,Oaks At Four Corners,321 University Blvd W,Silver Spring,20901,147460,-77.017226853,39.02354112,06/13/2018,,3,1,120,30,0.10,0.10,29,0.00,0.03,compliant,"(39.0235, -77.0172)"
17523,Country Place Apartments,3900 Blackburn Ln,Burtonsville,20866,145355,-76.930818468,39.104740948,02/08/2018,,3,1,312,78,1.71,1.07,27,0.00,0.02,compliant,"(39.1047, -76.9308)"
18126,"Houston Avenue, 804",804 Houston Ave,Takoma Park,20912,139561,-77.001382666,38.991441983,04/06/2017,,3,1,3,3,0.33,1.33,1,0.00,0.00,compliant,"(38.9914, -77.0014)"
17772,"Glenville Road, 8812",8812 Glenville Rd,Silver Spring,20901,154057,-76.997005506,39.000266646,04/17/2019,,3,1,4,4,2.00,1.37,0,0.00,0.00,compliant,"(39.0003, -76.997)"
17974,Ken-Mil Apartments,9119 Manchester Rd,Silver Spring,20901,141002,-77.011707518,39.004362696,05/28/2017,,1,0,66,17,1.52,1.35,5,0.05,0.23,troubled,"(39.0044, -77.0117)"
17278,Glenmont Forest,2386 Glenmont Cir,Silver Spring,20902,146562,-77.049457909,39.057376771,06/11/2018,,3,1,480,105,1.09,0.99,50,0.01,0.01,compliant,"(39.0574, -77.0495)"
17422,The Willows,429 Diamond Ave W,Gaithersburg,20877,153860,-77.187477649,39.141498877,03/06/2019,,3,1,195,10,0.10,0.20,9,0.00,0.00,compliant,"(39.1415, -77.1875)"
17530,Magruders Discovery,10508 Westlake Dr,Bethesda,20817,146568,-77.147254652,39.028610799,05/17/2018,,3,1,134,35,1.22,1.30,8,0.02,0.00,compliant,"(39.0286, -77.1473)"
17498,"Long Branch Parkway, 7904",7904 Long Branch Pkwy,Takoma Park,20912,152162,-76.995873224,38.987606165,11/26/2018,,3,1,3,3,0.00,0.00,3,0.00,0.00,compliant,"(38.9876, -76.9959)"
17235,Silver Spring Towers,816 Easley St,Silver Spring,20910,144010,-77.023415121,38.993754285,10/19/2017,,3,1,432,96,0.83,1.38,48,0.02,0.03,compliant,"(38.9938, -77.0234)"
17688,"Garland Avenue, 8203",8203 Garland Ave,Takoma Park,20912,151018,-76.999377237,38.992032357,10/02/2018,,3,1,6,6,0.50,0.50,3,0.00,0.00,compliant,"(38.992, -76.9994)"
17467,"Bradford Road, 8701",8701 Bradford Rd,Silver Spring,20901,139631,-77.006674851,38.998462564,04/28/2017,,3,1,3,3,1.00,0.66,1,0.00,0.00,compliant,"(38.9985, -77.0067)"
17352,"Garland Avenue, 8309",8309 Garland Ave,Takoma Park,20912,151001,-77.000091428,38.993709984,10/25/2018,,3,1,6,6,0.33,0.33,5,0.00,0.00,compliant,"(38.9937, -77.0001)"
17789,"Dale Drive, 523",523 Dale Dr,Silver Spring,20910,140998,-77.017294642,39.000380753,06/16/2017,,3,1,4,1,0.00,0.00,0,0.00,0.00,compliant,"(39.0004, -77.0173)"
17600,"Glenview Avenue, 8514",8514 Glenview Ave,Takoma Park,20912,139557,-77.000446838,38.996491351,03/22/2017,,3,1,5,7,0.85,1.00,1,0.00,0.00,compliant,"(38.9965, -77.0004)"
17733,Oakfield Apartments - Phase II,2217 Georgian Way,Silver Spring,20902,147628,-77.046615495,39.054559993,08/03/2018,,3,1,371,90,0.41,0.53,63,0.02,0.00,compliant,"(39.0546, -77.0466)"
17603,"Greenwood Avenue, 8401",8401 Greenwood Ave,Takoma Park,20912,139489,-77.00096053,38.994108101,04/06/2017,,3,1,6,1,1.00,1.00,0,0.00,0.00,compliant,"(38.9941, -77.001)"
44983,Blair Towns,8201 16Th St,Silver Spring,20910,140489,-77.03455354,38.991955836,05/31/2017,,3,1,78,18,0.11,0.33,14,0.00,0.00,compliant,"(38.992, -77.0346)"
82513,Millstone At Kingsview,13611 Ale House Cir,Germantown,20874,147588,-77.284203156,39.158696238,07/19/2018,,3,1,195,48,0.39,0.63,34,0.00,0.02,compliant,"(39.1587, -77.2842)"
85104,Fenwick,8616 2Nd Ave,Silver Spring,20910,154224,-77.034299157,38.997071164,04/18/2019,,3,1,310,73,0.24,0.66,58,0.00,0.00,compliant,"(38.9971, -77.0343)"
80751,"Greenwood Ave, 8203",8203 Greenwood Ave,Takoma Park,20912,139468,-77.00040108,38.991831915,03/20/2017,,3,1,1,1,0.00,0.00,1,0.00,0.00,compliant,"(38.9918, -77.0004)"
17501,"Flower Avenue, 7817",7817 Flower Ave,Takoma Park,20912,138928,-77.000425663,38.988163635,04/05/2017,,1,0,2,7,12.85,2.09,0,0.00,0.28,troubled,"(38.9882, -77.0004)"
60561,"Hampden Street, 3901",3901 Hampden St,Kensington,20895,146491,-77.077928565,39.031393368,04/04/2018,,3,1,1,1,0.00,0.00,1,0.00,0.00,compliant,"(39.0314, -77.0779)"
17763,"Flower Avenue, 8503",8503 Flower Ave,Takoma Park,20912,139549,-77.002374953,38.99553033,03/23/2017,,3,1,6,6,1.00,0.75,3,0.00,0.00,compliant,"(38.9955, -77.0024)"
18568,Greenhills,10577 Tralee Ter,Damascus,20872,146578,-77.215284374,39.269739064,04/10/2018,,3,1,78,19,0.78,0.54,13,0.00,0.00,compliant,"(39.2697, -77.2153)"
17282,Tanglewood And Sligo LP,8902 Manchester Rd,Silver Spring,20901,146660,-77.010112094,39.001054778,05/02/2018,,3,1,132,33,0.66,0.71,19,0.06,0.03,compliant,"(39.0011, -77.0101)"
17255,Sumner Highlands,4507 Sangamore Rd,Bethesda,20816,154243,-77.118822124,38.948172261,04/17/2019,,3,1,125,29,0.34,0.60,21,0.00,0.00,compliant,"(38.9482, -77.1188)"
17627,Timberlawn Crescent,5707 Luxemburg St,Rockville,20852,154290,-77.115492418,39.030383019,04/19/2019,,3,1,107,24,0.20,0.27,21,0.00,0.00,compliant,"(39.0304, -77.1155)"
17686,"Ridge Road, 25930",25930 Ridge Rd,Damascus,20872,154281,-77.212113201,39.282488407,04/05/2019,,3,1,4,2,1.00,1.00,1,0.00,0.00,compliant,"(39.2825, -77.2121)"
17328,"Greenwood Avenue, 8210",8210 Greenwood Ave,Takoma Park,20912,139487,-77.001125835,38.99221631,04/06/2017,,3,1,6,6,0.16,0.16,5,0.00,0.00,compliant,"(38.9922, -77.0011)"
17645,University Gardens,440 University Blvd E,Silver Spring,20901,140497,-76.99808373,39.007573111,05/03/2017,,3,1,64,16,0.00,0.00,16,0.00,0.00,compliant,"(39.0076, -76.9981)"
17411,Glen Wood,4857 Battery Ln,Bethesda,20814,146538,-77.097769268,38.993227029,05/14/2018,,3,1,50,12,1.75,1.23,3,0.00,0.08,compliant,"(38.9932, -77.0978)"
17237,Wheaton House,10811 Georgia Ave,Silver Spring,20902,139452,-77.048393682,39.03225386,03/23/2017,,3,1,71,17,1.29,1.05,6,0.05,0.00,compliant,"(39.0323, -77.0484)"
17290,Barclay One Associates,4716 Bradley Blvd,Chevy Chase,20815,147566,-77.093291012,38.977604879,07/03/2018,,3,1,81,21,0.61,0.92,9,0.00,0.04,compliant,"(38.9776, -77.0933)"
17172,Twin Towers,1110 Fidler Ln,Silver Spring,20910,144013,-77.02924616,38.996265289,11/01/2017,,3,1,345,84,0.65,1.10,43,0.00,0.03,compliant,"(38.9963, -77.0292)"
17990,"Houston Avenue, 810",810 Houston Ave,Takoma Park,20912,139566,-77.000798647,38.991557336,03/21/2017,,3,1,3,3,0.66,1.00,0,0.00,0.00,compliant,"(38.9916, -77.0008)"
17525,"Plymouth Street, 8805",8805 Plymouth St,Silver Spring,20901,146629,-77.00691082,39.00078819,04/16/2018,,3,1,7,7,0.42,1.00,4,0.00,0.00,compliant,"(39.0008, -77.0069)"
18136,"Greenwood Avenue, 8404",8404 Greenwood Ave,Takoma Park,20912,139513,-77.001537558,38.994476009,04/06/2017,,3,1,4,1,1.00,1.00,0,0.00,0.00,compliant,"(38.9945, -77.0015)"
17519,Waverly House,4521 East West Hwy,Bethesda,20814,152163,-77.092228246,38.985430995,12/04/2018,,3,1,158,39,0.28,0.37,32,0.02,0.00,compliant,"(38.9854, -77.0922)"
17680,Kensington Gardens,3403 University Blvd W,Kensington,20895,146157,-77.068367134,39.035265637,04/05/2018,,3,1,54,15,0.26,0.20,12,0.00,0.00,compliant,"(39.0353, -77.0684)"
17374,"Bradford Road, 8800",8800 Bradford Rd,Silver Spring,20901,139636,-77.006611712,39.000387324,03/23/2017,,3,1,6,7,1.57,1.36,2,0.14,0.00,compliant,"(39.0004, -77.0066)"
17020,"Greenwood Avenue, 8304",8304 Greenwood Ave,Takoma Park,20912,146190,-77.001481237,38.993078442,04/03/2018,,3,1,1,1,0.00,0.00,1,0.00,0.00,compliant,"(38.9931, -77.0015)"
17777,"Wabash Avenue, 907",907 Wabash Ave,Takoma Park,20912,138366,-77.000615695,38.99379784,01/17/2017,,3,1,6,6,1.50,0.94,3,0.00,0.16,compliant,"(38.9938, -77.0006)"
17567,Montgomery Paint Branch I I,11556 February Cir,Silver Spring,20904,144861,-76.976897228,39.046859129,02/07/2018,,3,1,117,29,1.00,1.19,11,0.00,0.00,compliant,"(39.0469, -76.9769)"
45214,Whitney At Bethesda Theatre,7707 Wisconsin Ave,Bethesda,20814,149265,-77.094698543,38.986903201,08/29/2018,,3,1,253,58,0.08,0.19,54,0.00,0.00,compliant,"(38.9869, -77.0947)"
57228,"Erie Avenue, 910",910 Erie Ave,Takoma Park,20912,151446,-76.999602409,38.99011036,10/04/2018,,3,1,2,2,0.00,0.00,2,0.00,0.00,compliant,"(38.9901, -76.9996)"
17583,"Howard Avenue, 3738",3738 Howard Ave,Kensington,20895,145337,-77.073245772,39.027225682,01/19/2018,,3,1,6,6,1.66,1.13,2,0.00,0.16,compliant,"(39.0272, -77.0732)"
65240,Barclay Development Corp,4716 Bradley Blvd,Chevy Chase,20815,154457,-77.093291012,38.977604879,04/22/2019,,3,0,76,20,1.15,1.38,4,0.00,0.00,compliant,"(38.9776, -77.0933)"
17811,"Georgia Avenue, 9435",9435 Georgia Ave,Silver Spring,20910,141001,-77.040475425,39.009363352,06/02/2017,,3,1,6,6,1.00,1.22,2,0.00,0.00,compliant,"(39.0094, -77.0405)"
17635,Aspenwood,14400 Homecrest Rd,Silver Spring,20906,140487,-77.062814942,39.09140999,05/19/2017,,3,1,85,16,0.37,0.62,11,0.00,0.00,compliant,"(39.0914, -77.0628)"
17693,"Greenwood Avenue, 7815",7815 Greenwood Ave,Takoma Park,20912,138941,-76.999380752,38.988119706,03/09/2017,,1,0,6,6,2.33,1.60,1,0.00,0.16,troubled,"(38.9881, -76.9994)"
17330,"Ruatan Street, 1056",1056 Ruatan St,Silver Spring,20903,154284,-76.988828065,38.999673114,04/26/2019,,3,1,4,5,1.40,1.45,2,0.00,0.00,compliant,"(38.9997, -76.9888)"
73130,Lorraine,3923 Plyers Mill Rd,Kensington,20895,146492,-77.077627959,39.030158002,04/12/2018,,3,1,5,6,0.00,0.00,6,0.00,0.00,compliant,"(39.0302, -77.0776)"
17386,"Quebec Terrace, 1005-07-09",1005 Quebec Ter,Silver Spring,20903,139437,-76.989123565,38.999835135,03/23/2017,,1,0,12,12,3.16,2.15,0,0.08,0.08,troubled,"(38.9998, -76.9891)"
17274,Windsor Court/Windsor Towers,13802 Castle Blvd,Silver Spring,20904,144918,-76.944552978,39.082078897,02/21/2018,,3,1,457,241,1.75,1.32,75,0.11,0.04,compliant,"(39.0821, -76.9446)"
82884,The Premier,8711 Georgia Ave,Silver Spring,20910,146673,-77.029760772,38.998393075,05/23/2018,,3,1,160,40,0.27,0.38,31,0.00,0.00,compliant,"(38.9984, -77.0298)"
17494,"Kennebec Avenue, 805",805 Kennebec Ave,Takoma Park,20912,138346,-77.000277931,38.990080154,01/25/2017,,3,1,3,3,0.33,0.66,2,0.00,0.00,compliant,"(38.9901, -77.0003)"
17457,"Greenwood Avenue, 8107",8107 Greenwood Ave,Takoma Park,20912,139477,-77.000024574,38.990906604,11/02/2017,,3,1,5,5,0.00,0.00,5,0.00,0.00,compliant,"(38.9909, -77.0)"
17281,Metro 710,710 Roeder Rd,Silver Spring,20910,144028,-77.025080971,38.998443627,11/01/2017,,3,1,104,25,0.88,1.17,10,0.00,0.00,compliant,"(38.9984, -77.0251)"
17398,"Carleton, The",4740 Bradley Blvd,Chevy Chase,20815,149959,-77.094244288,38.977617837,10/05/2018,,3,1,100,23,0.26,0.17,20,0.00,0.00,compliant,"(38.9776, -77.0942)"
17458,"Kennebec Avenue, 806",806 Kennebec Ave,Takoma Park,20912,138343,-77.000573479,38.990459027,01/13/2017,,3,1,4,4,0.25,0.75,3,0.00,0.00,compliant,"(38.9905, -77.0006)"
17307,"Garland Avenue, 8215",8215 Garland Ave,Takoma Park,20912,151792,0,0,11/08/2018,,1,1,4,5,1.00,2.00,0,0.00,0.20,troubled,"(0.0, 0.0)"
78742,Victory Oaks At St. Camillus,721 Beacon Rd,Silver Spring,20903,153862,-76.98235812,39.009968648,04/08/2019,,3,1,49,13,0.00,0.00,13,0.00,0.00,compliant,"(39.01, -76.9824)"
17514,9439 L L C,9437 Georgia Ave,Silver Spring,20910,139624,-77.040482778,39.009383514,03/23/2017,,3,1,8,8,2.00,0.65,5,0.00,0.00,compliant,"(39.0094, -77.0405)"
17186,Blair East,1220 East West Hwy,Silver Spring,20910,144011,-77.030830945,38.991517589,10/09/2017,,3,1,401,100,0.66,0.67,64,0.00,0.06,compliant,"(38.9915, -77.0308)"
17450,"Patterson Court, 304",304 Patterson Ct,Takoma Park,20912,138303,-76.996400943,38.987282197,01/23/2017,,3,1,3,3,0.00,0.00,3,0.00,0.00,compliant,"(38.9873, -76.9964)"
18243,Hamptons Phase I,19773 Crystal Rock Dr,Germantown,20874,146577,-77.261921418,39.180572648,05/23/2018,,3,1,288,85,1.45,1.21,25,0.02,0.04,compliant,"(39.1806, -77.2619)"
18151,Strathmore Apartments #2,7039 Strathmore St,Chevy Chase,20815,138948,-77.092984243,38.979768735,02/15/2017,,3,1,4,2,1.00,1.00,0,0.00,0.00,compliant,"(38.9798, -77.093)"
17526,"Greenwood Avenue, 8408",8408 Greenwood Ave,Takoma Park,20912,139517,-77.001629025,38.994775267,04/06/2017,,3,1,5,1,2.00,1.50,0,0.00,0.00,compliant,"(38.9948, -77.0016)"
17370,"Philadelphia Avenue, 817",817 Philadelphia Ave,Silver Spring,20910,154226,-77.022417443,38.987540959,03/28/2019,,3,1,4,4,0.25,0.25,3,0.00,0.00,compliant,"(38.9875, -77.0224)"
17648,"Clayborn Avenue, 405",405 Clayborn Ave,Takoma Park,20912,139536,-77.000619243,38.994690182,03/28/2017,,3,1,4,4,0.50,0.50,3,0.00,0.00,compliant,"(38.9947, -77.0006)"
17744,"Greenwood Avenue, 8220",8220 Greenwood Ave,Takoma Park,20912,138943,-77.001161005,38.992441433,02/23/2017,,1,0,5,5,3.20,2.00,0,0.00,0.20,troubled,"(38.9924, -77.0012)"
18569,Woodvale Apartments,13831 Castle Blvd,Silver Spring,20904,144919,-76.944112331,39.082255,01/17/2018,,3,1,375,99,0.94,0.99,43,0.03,0.02,compliant,"(39.0823, -76.9441)"
17650,"Glen, The",2399 Jones Ln,Silver Spring,20902,153855,-77.049875235,39.053653072,04/22/2019,,3,1,90,11,0.27,0.15,10,0.00,0.00,compliant,"(39.0537, -77.0499)"
17385,Oak Hill Apartments,11497 Columbia Pike,Silver Spring,20904,144904,-76.986780638,39.046158966,01/18/2018,,3,1,280,77,1.46,1.00,32,0.07,0.02,compliant,"(39.0462, -76.9868)"
17167,Randolph Square,5307 Randolph Rd,Rockville,20852,154216,-77.105410381,39.054460248,04/09/2019,,3,1,118,29,0.96,1.19,7,0.00,0.00,compliant,"(39.0545, -77.1054)"
17204,"Seasons, The",4710 Bethesda Ave,Bethesda,20814,147515,-77.093833336,38.980745543,08/09/2018,,3,1,247,61,0.50,0.66,40,0.00,0.01,compliant,"(38.9807, -77.0938)"
17449,"Greenwood Circle, 812",812 Greenwood Cir,Takoma Park,20912,139528,-77.001336944,38.991749531,03/30/2017,,3,1,6,6,0.00,0.00,6,0.00,0.00,compliant,"(38.9917, -77.0013)"
17601,"Greenwood Circle, 816",816 Greenwood Cir,Takoma Park,20912,139530,-77.001474136,38.99208452,03/30/2017,,3,1,6,6,0.00,0.00,6,0.00,0.00,compliant,"(38.9921, -77.0015)"
17708,"Houston Avenue, 805",805 Houston Ave,Takoma Park,20912,139562,-77.001146939,38.991005461,03/16/2017,,3,1,4,5,0.20,0.80,3,0.00,0.00,compliant,"(38.991, -77.0011)"
17539,Victory Forest Apartments,10000 Brunswick Ave,Silver Spring,20910,144021,-77.057244698,39.019917341,10/18/2017,,3,1,181,46,0.69,0.71,30,0.06,0.00,compliant,"(39.0199, -77.0572)"
17306,"Bonifant Street, 937",937 Bonifant St,Silver Spring,20910,143627,-77.025269484,38.994220677,09/22/2017,,3,1,2,2,0.00,0.00,2,0.00,0.00,compliant,"(38.9942, -77.0253)"
17232,Rock Creek Springs,8000 Eastern Dr,Silver Spring,20910,154278,-77.032214274,38.989063902,07/05/2019,,3,1,215,50,0.66,0.77,28,0.00,0.00,compliant,"(38.9891, -77.0322)"
17717,"Garland Avenue, 7814",7814 Garland Ave,Takoma Park,20912,148715,-76.998300733,38.988265203,07/18/2018,,3,1,1,2,0.00,0.00,2,0.00,0.00,compliant,"(38.9883, -76.9983)"
44507,"Erie Avenue, 904",904 Erie Ave,Takoma Park,20912,153886,-76.999926098,38.989833021,03/15/2019,,3,1,1,1,0.00,0.00,1,0.00,0.00,compliant,"(38.9898, -76.9999)"
17260,Aspen Hill Apartments,13515 Georgia Ave,Silver Spring,20906,144893,-77.070143209,39.079425507,12/20/2017,,3,1,202,54,1.90,1.19,13,0.07,0.00,compliant,"(39.0794, -77.0701)"
17521,Chelsea Tower,7401 Westlake Ter,Bethesda,20817,148737,-77.151913018,39.02744107,07/13/2018,,3,1,21,4,1.25,1.05,1,0.00,0.00,compliant,"(39.0274, -77.1519)"
17540,Bauer Park,14635 Bauer Dr,Rockville,20853,149962,-77.108730824,39.095793044,09/04/2018,,3,1,142,34,0.14,0.17,29,0.00,0.00,compliant,"(39.0958, -77.1087)"
18237,Tamarron Apartments,18101 Marksman Cir,Olney,20832,146201,-77.061038573,39.155028747,05/10/2018,,3,1,132,38,0.07,0.15,36,0.00,0.02,compliant,"(39.155, -77.061)"
17456,"Thayer Avenue, 809",809 Thayer Ave,Silver Spring,20910,138953,-77.022869606,38.993367277,03/08/2017,,1,0,3,4,1.50,3.40,0,0.00,0.25,troubled,"(38.9934, -77.0229)"
17517,"Ridge Drive, 6366, 6368 And 6370",6366 Ridge Dr,Bethesda,20816,150075,-77.121599984,38.942110582,09/13/2018,,3,1,3,3,1.33,1.00,1,0.00,0.00,compliant,"(38.9421, -77.1216)"
17492,"Greenwood Avenue, 8409",8409 Greenwood Ave,Takoma Park,20912,139518,-77.001111831,38.994723101,03/30/2017,,3,1,3,3,0.00,0.00,3,0.00,0.00,compliant,"(38.9947, -77.0011)"
17258,Manchester Manor,8401 Manchester Rd,Silver Spring,20901,154287,-77.005151217,38.997600506,04/09/2019,,3,1,53,14,1.78,1.40,2,0.00,0.00,compliant,"(38.9976, -77.0052)"
38226,Corrigan Square,8511 Snouffer School Rd,Gaithersburg,20879,153869,-77.175210855,39.168340271,03/11/2019,,3,1,106,7,0.00,0.00,7,0.00,0.00,compliant,"(39.1683, -77.1752)"
16959,"Flower Avenue, 8501",8501 Flower Ave,Takoma Park,20912,138933,-77.002315174,38.995384823,05/15/2017,,3,1,4,4,1.00,1.31,1,0.00,0.00,compliant,"(38.9954, -77.0023)"
17951,"Prospect Street, 908",908 Prospect St,Takoma Park,20912,139621,-76.998919873,38.989544716,03/21/2017,,1,0,4,4,3.75,1.55,1,0.00,0.00,troubled,"(38.9895, -76.9989)"
36446,Hughes House,10720 Georgia Ave,Silver Spring,20902,146616,-77.048780421,39.031159298,05/18/2018,,3,1,23,21,0.14,0.22,19,0.00,0.00,compliant,"(39.0312, -77.0488)"
17466,"Garland Avenue, 8306",8306 Garland Ave,Takoma Park,20912,151012,-77.000615693,38.993512257,10/22/2018,,3,1,6,7,1.85,0.87,3,0.00,0.00,compliant,"(38.9935, -77.0006)"
17994,Montgomery Trace Apartments,14114 Grand Pre Rd,Silver Spring,20906,146682,-77.074288138,39.086997731,05/25/2018,,3,1,192,48,0.56,0.56,32,0.00,0.00,compliant,"(39.087, -77.0743)"
17266,Pooks Hill Towers,3 Pooks Hill Rd,Bethesda,20814,143400,-77.105480459,39.01383783,09/07/2017,,3,1,239,47,0.78,1.17,24,0.00,0.02,compliant,"(39.0138, -77.1055)"
24024,Milestone Apartments,12526 Great Park Cir,Germantown,20876,147646,-77.256399007,39.201627894,07/19/2018,,3,1,574,136,0.94,0.84,80,0.00,0.03,compliant,"(39.2016, -77.2564)"
45694,Hampshire Village,3210 Norbeck Rd,Silver Spring,20906,144903,-77.065176963,39.110951122,11/14/2017,,3,1,110,28,0.60,1.03,16,0.00,0.00,compliant,"(39.111, -77.0652)"
43262,"Moore Road, 17320",17320 Moore Rd,Boyds,20841,154463,-77.364820263,39.168430252,03/29/2019,,3,1,2,2,0.00,0.00,2,0.00,0.00,compliant,"(39.1684, -77.3648)"
26019,"Metropolitan, The",7620 Old Georgetown Rd,Bethesda,20814,147573,-77.096847736,38.985685355,06/22/2018,,3,1,308,76,0.55,0.57,48,0.00,0.00,compliant,"(38.9857, -77.0968)"
17590,Apartments At Miramont,6040 California Cir,Rockville,20852,146684,-77.125143599,39.056469871,05/24/2018,,3,1,299,75,0.81,1.28,19,0.00,0.02,compliant,"(39.0565, -77.1251)"
17602,"Garland Avenue, 8313",8313 Garland Ave,Takoma Park,20912,151005,-77.000109072,38.994033969,10/25/2018,,3,1,6,6,0.83,0.66,2,0.00,0.00,compliant,"(38.994, -77.0001)"
